country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
New Caledonia,3420032042.0,3297734886.0,3740056752.0,4915353826.0,5895008985.0,6238629462.0,6979155408.0,8819917187.0,9067619729.0,8704438061.0,9364350065.0,10351448025.0,9659151909.0,10151382877.0,10635035550.0,8738203042.0,8724568971.0,9173670000.0,9896402295.0,9475655342.0,9454629451.0,10071349707.0
Niger,2241753193.0,2448714703.0,2782192881.0,3394084731.0,3760443735.0,4383315967.0,4756361253.0,5731485046.0,7297600219.0,7352131304.0,7851192499.0,8772950783.0,9426912639.0,10224897441.0,10862943546.0,9683867927.0,10398861981.0,11185101444.0,12808661487.0,12916454871.0,13744174582.0,14915002098.0
Nigeria,69448962761.0,74030562270.0,95054094655.0,104738980157.0,135764715375.0,175670536601.0,238454952232.0,278260808841.0,339476215684.0,295008767295.0,366990528103.0,414466540787.0,463971000389.0,520117163618.0,574183825592.0,493026782402.0,404649048648.0,375745732275.0,421739210176.0,474517470743.0,432198936002.0,440833583992.0
Nicaragua,5107329007.0,5323146566.0,5224213018.0,5322454926.0,5795568205.0,6321324455.0,6763418646.0,7423365275.0,8496948184.0,8298736471.0,8758619131.0,9774320144.0,10531980451.0,10982954744.0,11880433903.0,12756722238.0,13286066155.0,13785890939.0,13025266513.0,12699028890.0,12678162359.0,14145852101.0
Netherlands,417479337445.0,431586852370.0,473861980071.0,580070360702.0,658380081545.0,685348181516.0,733955269899.0,848558887541.0,951869997864.0,871518638049.0,847380859017.0,905270626333.0,838923319920.0,877172824535.0,892167986714.0,765572770634.0,784060430240.0,833869641687.0,914043438180.0,910194347569.0,909793466661.0,1011798853062.0
Norway,171456390282.0,174240242225.0,195915371988.0,229384929369.0,265267350723.0,309978579744.0,346913357588.0,402645550185.0,464917553191.0,387974344023.0,431052143940.0,501360549669.0,512777309841.0,526014468085.0,501736471833.0,388159512246.0,370956547619.0,401745275035.0,439788625884.0,408742840909.0,367633418887.0,490293364377.0
Nepal,5494252208.0,6007055042.0,6050875807.0,6330473097.0,7273938315.0,8130258415.0,9043715356.0,10325618017.0,12545438605.0,12854985464.0,16002656434.0,21573872274.0,21703100747.0,22162205046.0,22731612827.0,24360801338.0,24524109485.0,28971588881.0,33111525183.0,34186180695.0,33433659223.0,36924841430.0
Nauru,,,,,,,,,,,47562842.37,65071849.58,101055718.6,94384979.01,99149259.84,84863407.87,97541914.58,109355653.7,130995580.1,125160081.8,124685686.6,145536603.2
New Zealand,52622954599.0,53872463497.0,66627729311.0,88250885550.0,103905628689.0,114720129550.0,111538810713.0,137188946866.0,133131369930.0,121373602349.0,146517541181.0,168291357112.0,176206659723.0,190906575136.0,201313497221.0,178064471138.0,188838342528.0,206556258845.0,211886686924.0,213091987153.0,212569779570.0,255551704626.0
OECD members,27635544739435.0,27374583037447.0,28563009910367.0,31951205451316.0,35572822806798.0,37609340450463.0,39674408824857.0,43436115388658.0,46122698414754.0,43144826371456.0,45255639867939.0,48674651671113.0,48622412695260.0,49270437358353.0,50278943454196.0,47411160772825.0,48327404425594.0,50447226919269.0,53371534234287.0,53878159069137.0,52536127270672.0,58363931312919.0
Oman,19507452536.0,19452000520.0,20142756047.0,21633708192.0,24763712874.0,31081991678.0,37215779714.0,42085379454.0,60905452536.0,48388363589.0,64993498049.0,77497529259.0,87408842653.0,89936020806.0,92699089727.0,78710793238.0,75128738622.0,80856697009.0,91505851756.0,88060858257.0,75909397659.0,88191977373.0
Other small states,91702715004.0,91249698436.0,98381529623.0,122230903917.0,151646041506.0,183677137344.0,215631597860.0,263863420305.0,322995519907.0,277194805060.0,322561398957.0,396974173386.0,413999903828.0,432056568013.0,446620927908.0,370450170725.0,366511615959.0,399126295563.0,443078577997.0,434119014495.0,378201169802.0,455685066365.0
Pakistan,82017743416.0,79484403985.0,79904985385.0,91760542940.0,107759683863.0,120055291993.0,137264061106.0,152385716312.0,170077814106.0,168152775283.0,177165547829.0,213587517188.0,224383544087.0,231218467670.0,244360858683.0,270556104886.0,313629998960.0,339205536454.0,356128167703.0,320909472926.0,300425609206.0,348262544719.0
Panama,12304115000.0,12502013400.0,12994310400.0,13693981200.0,15013381700.0,16374393900.0,18141666300.0,21295984200.0,25155888600.0,27116635600.0,29440287600.0,34686224300.0,40429700000.0,45599900000.0,49921400000.0,54091800000.0,57907700000.0,62202700000.0,67294169235.0,69721787533.0,57086836942.0,67406738052.0
Peru,51744749133.0,52030158775.0,54777553515.0,58731030122.0,66768703498.0,76060606061.0,88643193062.0,102170981144.0,120550599815.0,120822986521.0,147527631521.0,171761737047.0,192649991136.0,201175541637.0,200786240837.0,189802961890.0,191898127861.0,211007952316.0,222597030191.0,228325852221.0,201947603715.0,223717791483.0
Philippines,83669788255.0,78921234458.0,84307346432.0,87039092439.0,95002000250.0,107419977968.0,127652927612.0,155980408073.0,181624627928.0,175974754208.0,208368892319.0,234216730704.0,261920542607.0,283902829721.0,297483553300.0,306445871632.0,318627003966.0,328480738147.0,346841896890.0,376823404773.0,361751145432.0,394087362017.0
Palau,146297500.0,156907900.0,163184900.0,153963200.0,165186200.0,190452900.0,192382400.0,198897700.0,198283900.0,187522800.0,185943000.0,196911100.0,212397800.0,221117200.0,241669800.0,280457700.0,298300000.0,285600000.0,284900000.0,278900000.0,251900000.0,217800000.0
Papua New Guinea,3521339699.0,3081024212.0,2999511040.0,3536411824.0,3927157867.0,4865892972.0,8354911622.0,9545029481.0,11670891360.0,11619455043.0,14250785801.0,17985138450.0,21295165201.0,21261338065.0,23210823987.0,21723439626.0,20758874953.0,22742696408.0,24109780113.0,24751069238.0,23848442440.0,26311656000.0
Poland,172220451787.0,190905493539.0,199070432431.0,217828661057.0,255107275407.0,306145913284.0,344626630395.0,429020755433.0,533599853343.0,439731636117.0,475696613936.0,524374222548.0,495230574357.0,515762008469.0,539080532037.0,477111287969.0,470024559638.0,524641206562.0,588779850763.0,596058473059.0,599442783603.0,679441900611.0
Pre-demographic dividend,278678326343.0,266344271362.0,305714135441.0,332450589561.0,414233839146.0,516904887534.0,652732381891.0,789891756092.0,986047738378.0,902165613053.0,1060580608713.0,1235597698970.0,1341797607184.0,1471440063511.0,1562109741135.0,1334011121883.0,1217513931539.0,1294933204785.0,1348307586808.0,1421160801515.0,1308382294199.0,1429588429474.0
Puerto Rico,61701800000.0,69208400000.0,71623500000.0,74827400000.0,80322313000.0,83914521300.0,87276164400.0,89524131600.0,93639300000.0,96385600000.0,98381300000.0,100351700000.0,101564800000.0,102450000000.0,102445800000.0,103375500000.0,104336700000.0,103445500000.0,100958100000.0,105126400000.0,103130900000.0,106368900000.0
"Korea, Dem. People's Rep.",,,,,,,,,,,,,,,,,,,,,,
Portugal,118605192877.0,121604107165.0,134795565549.0,165226175537.0,189382122532.0,197253876705.0,208756449276.0,240496147317.0,263416394624.0,244667762836.0,238113003233.0,245117990242.0,216224240578.0,226433858006.0,229901964222.0,199394066525.0,206426152309.0,221357874719.0,242313116578.0,239986922639.0,229031860521.0,253982847571.0
Paraguay,8855705140.0,8495806432.0,7196260657.0,7691367471.0,9624440836.0,10737500188.0,13429430050.0,17856393235.0,24615267617.0,22355151178.0,27129301048.0,33737033607.0,33296438409.0,38651334593.0,40377987315.0,36211372646.0,36089550672.0,38997129809.0,40225448651.0,37925338460.0,35432177936.0,39950899733.0
West Bank and Gaza,4313600000.0,4003700000.0,3555800000.0,3968000000.0,4603100000.0,5125700000.0,5348300000.0,5815700000.0,7310400000.0,8085700000.0,9681500000.0,11186100000.0,12208400000.0,13515500000.0,13989700000.0,13972400000.0,15405400000.0,16128000000.0,16276600000.0,17133500000.0,15531700000.0,18109000000.0
Pacific island small states,3435656384.0,3389381092.0,3558832752.0,4239178866.0,4877982920.0,5419134369.0,5688864951.0,6273728182.0,6704438240.0,6031359070.0,6634286339.0,7736812460.0,8198532205.0,8523915458.0,9263444824.0,9054327014.0,9504027365.0,10256678900.0,10760671502.0,10739835369.0,9531900179.0,9475964549.0
Post-demographic dividend,26399173716298.0,26142575385624.0,27268467106808.0,30572525993655.0,33971626447175.0,35742710396565.0,37604948564769.0,41044091917261.0,43476833575741.0,40929784604203.0,42691272338289.0,45849639438220.0,45778308725715.0,46233475458880.0,47148786960028.0,44585851713476.0,45593085156268.0,47535727573456.0,50385041767150.0,50880064647604.0,49719390050877.0,55090863284052.0
French Polynesia,3599845482.0,3573808551.0,3965405557.0,4927780605.0,5564109988.0,5705052111.0,5877997997.0,6631156411.0,7136741398.0,6584557942.0,6086644791.0,6203940049.0,5692858094.0,6031827089.0,6151996535.0,5325846342.0,5497036487.0,5833352684.0,6135116261.0,6022276207.0,5731835679.0,6080359305.0
Qatar,17759890110.0,17538461538.0,19363736264.0,23533791209.0,31734065934.0,44530494505.0,60882142857.0,79712087912.0,115270054945.0,97798351648.0,125122306346.0,167775268626.0,186833502363.0,198727642967.0,206224598571.0,161739955577.0,151732181868.0,161099122225.0,183334953819.0,176371267689.0,144411363345.0,179677131707.0
Romania,37253738081.0,40395114265.0,46065502703.0,57806382692.0,74973660681.0,98454374488.0,122023721513.0,174588782939.0,214317174117.0,174102268535.0,170029359011.0,192613558646.0,179132893143.0,189789277576.0,199713780259.0,177883897811.0,185287615325.0,210147181055.0,243316050521.0,251017797625.0,251362534092.0,285404683025.0
Russian Federation,259710142197.0,306602070621.0,345470494418.0,430347420195.0,591016690743.0,764015982496.0,989932059221.0,1299703459800.0,1660848058303.0,1222645887209.0,1524916698233.0,2045922727570.0,2208293528674.0,2292470104248.0,2059241582146.0,1363482179761.0,1276786344534.0,1574199355093.0,1657328764646.0,1693114993990.0,1493075887460.0,1836892075548.0
Rwanda,2068762707.0,1966548410.0,1965932546.0,2138185328.0,2376464520.0,2933765825.0,3319711249.0,4070391531.0,5179804291.0,5674428928.0,6124693374.0,6884907733.0,7654782979.0,7820052084.0,8239042500.0,8543869360.0,8695318854.0,9252833678.0,9636510839.0,10346675636.0,10172925172.0,11055281971.0
South Asia,630242098666.0,645678633203.0,677426539845.0,791026613086.0,917083438859.0,1050602380000.0,1196088124853.0,1504162366253.0,1527612730733.0,1683173926492.0,2062468955968.0,2277346353955.0,2302398278355.0,2362708983919.0,2587787935996.0,2704835939983.0,3010757329893.0,3433883301222.0,3534209044994.0,3658004814522.0,3490012356688.0,4062783801939.0
Saudi Arabia,189514910223.0,184137517725.0,189605920241.0,215807655244.0,258742263029.0,328459700124.0,376900135721.0,415964583059.0,519796738631.0,429097899279.0,528207298530.0,676634577273.0,741849984943.0,753864543430.0,766605946720.0,669484381329.0,665999879694.0,714994694992.0,846583785180.0,838564705625.0,734271183955.0,868585871465.0
Sudan,12257299147.0,15716361539.0,18137126092.0,21355295732.0,26646007251.0,35182707174.0,45263824686.0,59440139775.0,64833088568.0,58315346841.0,74151157012.0,78402841445.0,63196236489.0,66027147865.0,76818773785.0,84984672416.0,102943515503.0,129718581297.0,32333780383.0,32338079165.0,27034593750.0,34229513775.0
Senegal,6013185004.0,6507824827.0,7006402325.0,8768721561.0,10076816661.0,11009033445.0,11697918245.0,13994218399.0,16853989611.0,16145867483.0,16121315902.0,17814283650.0,17660870396.0,18918667731.0,19797253445.0,17774766697.0,19040312331.0,20996562959.0,23116701540.0,23403995985.0,24530513059.0,27569136728.0
Singapore,96076521349.0,89793815728.0,92538355643.0,97646382413.0,115033570415.0,127807810334.0,148627255182.0,180941741378.0,193617346347.0,194150322022.0,239807921966.0,279356526366.0,295092839975.0,307576360585.0,314863580758.0,307998545269.0,319029973659.0,343272878686.0,376869585632.0,376837488317.0,348392174864.0,423796995373.0
Solomon Islands,419842688.0,409508556.6,346406733.6,417668997.4,468005324.5,552864568.4,617258127.2,695295347.6,776337725.2,805557595.9,898133646.6,1063895357.0,1185283422.0,1285911569.0,1335571357.0,1307909891.0,1379490315.0,1469789050.0,1615478421.0,1619154958.0,1536145831.0,1580303517.0
Sierra Leone,635874002.2,1074851475.0,1236235827.0,1369685677.0,1430217081.0,1627058706.0,1862116165.0,2126679686.0,2451896682.0,2419014960.0,2578159480.0,2932274242.0,3789251962.0,4920343203.0,5015180836.0,4252029354.0,3862721205.0,3719443318.0,4085114542.0,4076578654.0,4062906364.0,4249234574.0
El Salvador,11784927700.0,12282533600.0,12664190300.0,13243892200.0,13724810900.0,14698000000.0,15999890000.0,17011750000.0,17986890000.0,17601620000.0,18447920000.0,20283780000.0,21386150000.0,21990960000.0,22593470000.0,23438240000.0,24191430000.0,24979190000.0,26020850000.0,26881140000.0,24930080000.0,29451240000.0
San Marino,1005159388.0,1077413479.0,1168269231.0,1464326161.0,1723750000.0,1785847531.0,1908167106.0,2185874624.0,2393437820.0,2056126702.0,1881191950.0,1813717695.0,1604701051.0,1678741202.0,1673910988.0,1419400404.0,1468342431.0,1528621195.0,1655354304.0,1616188702.0,1541247884.0,1855382833.0
Somalia,,,,,,,,,,,,,,4577000012.0,5024999992.0,5335000000.0,5534000000.0,5609000000.0,5856000006.0,6485000000.0,6883000000.0,7628000011.0
Serbia,6875845987.0,12960546471.0,17120906918.0,22482365322.0,26141968161.0,27683225959.0,32482070360.0,43170990616.0,52194221469.0,45162894381.0,41819468692.0,49258136129.0,43309252921.0,48394239475.0,47062202241.0,39655949731.0,40692661657.0,44179075779.0,50640662859.0,51514242776.0,53356484764.0,63082021206.0
Sub-Saharan Africa (excluding high income),423785327342.0,406642457659.0,442445993204.0,557495188798.0,692416392727.0,822378325932.0,972440937664.0,1126288215959.0,1277264006648.0,1229155220210.0,1460726974194.0,1648437203064.0,1711634494144.0,1818610270272.0,1899461295889.0,1694601782533.0,1575080887302.0,1704412183051.0,1772634125817.0,1821727380113.0,1712869841645.0,1925171173472.0
South Sudan,,,,,,,,,14586253383.0,12231264525.0,14602072411.0,14907308933.0,11931472169.0,18426469017.0,13962212847.0,11997800760.0,,,,,,
Sub-Saharan Africa,424444223043.0,407309506891.0,443193859517.0,558250655633.0,693314583942.0,823361208064.0,973527213201.0,1127368649186.0,1278243727732.0,1230006172549.0,1461708684777.0,1649496095769.0,1712723978723.0,1819935185494.0,1900848872303.0,1695993210500.0,1576539841412.0,1705941956338.0,1774221939062.0,1823372470680.0,1714053357043.0,1926457861345.0
Small states,129662529706.0,130206285495.0,139256082316.0,166347398196.0,200138874578.0,238393416494.0,277387442226.0,332461229661.0,400481612491.0,343064897907.0,394134704446.0,474785544181.0,496043381694.0,515807509297.0,532806126587.0,454984827186.0,446993497561.0,482865468720.0,530086499061.0,522141646080.0,453727992926.0,540833833541.0
Sao Tome and Principe,,75951131.95,85171073.88,102085765.5,114582282.0,136450658.1,142775109.8,149146918.9,188021169.3,187821029.4,196652514.3,231489270.1,250680845.7,300554483.6,346528329.2,316066072.3,345495615.0,375614126.2,412253809.7,427425039.7,472551023.6,526653790.7
Suriname,947671969.7,834279357.8,1093574468.0,1274190311.0,1484092538.0,1793410617.0,2626380435.0,2936612022.0,3532969035.0,3875409836.0,4368371528.0,4422276622.0,4980000000.0,5145757576.0,5240606061.0,5126238146.0,3317421500.0,3591679371.0,3996198760.0,4016040575.0,2911807496.0,2984706244.0
Slovak Republic,29242558797.0,30778781607.0,35297794386.0,46919965224.0,57437444469.0,62808723477.0,70767338922.0,86563986799.0,100879902985.0,89399303222.0,91162836320.0,99922685425.0,94623731086.0,98935222175.0,101437045020.0,88900883131.0,89952699525.0,95649966261.0,106137924016.0,105710052465.0,106728917483.0,118656591909.0
Slovenia,20289627637.0,20876309970.0,23489890274.0,29634713641.0,34414784504.0,36206395971.0,39481045038.0,48067401207.0,55779427740.0,50567734886.0,48208240226.0,51583869785.0,46577793184.0,48415657265.0,49997186439.0,43107506024.0,44766722791.0,48589100043.0,54177882426.0,54331588482.0,53706800044.0,61748586535.0
Sweden,262834187367.0,242395011587.0,266848422378.0,334337040047.0,385118743610.0,392218701193.0,423090618043.0,491254769729.0,517706214656.0,436535921119.0,495812558843.0,574094112973.0,552483727283.0,586841821797.0,581964017237.0,505103781350.0,515654671470.0,541018749769.0,555455371487.0,533879529188.0,547054174236.0,636856236396.0
Eswatini,1738093757.0,1542477309.0,1432221784.0,2197598418.0,2770082792.0,3178112332.0,3291329938.0,3469381231.0,3294084181.0,3580427986.0,4438765109.0,4820478592.0,4886551706.0,4597552949.0,4422986447.0,4063245671.0,3816019223.0,4402969226.0,4666598024.0,4466214522.0,3982236726.0,4748702401.0
Sint Maarten (Dutch part),,,,,,,,,,,,936089385.5,985865921.8,1022905028.0,1245251397.0,1253072626.0,1263687151.0,1191620112.0,1185474860.0,1459776536.0,1240279330.0,1384636872.0
Seychelles,654212432.4,662064193.6,742134792.4,750847276.4,893012218.2,977899381.8,1081441349.0,1077308888.0,979597364.9,851064318.8,981918002.9,1059249940.0,1089880668.0,1324915222.0,1387576414.0,1391427967.0,1458954110.0,1529773286.0,1587813245.0,1645090567.0,1183515398.0,1286687873.0
Syrian Arab Republic,80590022272.0,86771314031.0,90558485523.0,95693808463.0,112863340757.0,134203830735.0,153799910913.0,180030111359.0,218089977728.0,224561692650.0,252518218263.0,67539427671.0,43190317725.0,21361254648.0,21502061462.0,16468399180.0,12598742887.0,16369724433.0,21496337968.0,22600896352.0,11159274040.0,
Turks and Caicos Islands,,358744800.0,366707900.0,409753600.0,485598800.0,578645800.0,721891500.0,773489700.0,862683600.0,703175800.0,686787800.0,728789600.0,727161000.0,754238000.0,841070000.0,942070000.0,1032452000.0,1022365000.0,1113178000.0,1197415000.0,924583000.0,1044778790.0
Chad,1388506772.0,1710843376.0,1997005710.0,2742815071.0,4422855658.0,6649307528.0,7428701455.0,8650137735.0,10393833755.0,9290728312.0,10668103549.0,12172308858.0,12367362746.0,12953534870.0,13940767222.0,10950392257.0,10097778097.0,10000394388.0,11239167890.0,11314951088.0,10715396051.0,11779981332.0
East Asia & Pacific (IDA & IBRD countries),1732058262388.0,1844710221139.0,2041300111260.0,2308408754163.0,2678572954339.0,3102603620228.0,3735650251544.0,4721464960584.0,5970961310988.0,6475879226565.0,7879104830184.0,9632969004625.0,10745080937108.0,11855762712169.0,12782174580094.0,13310296419271.0,13594851920373.0,14858183903104.0,16619140999210.0,17185664986074.0,17465598594221.0,20811347144903.0
Europe & Central Asia (IDA & IBRD countries),894544912880.0,909540989189.0,1022699841892.0,1258196381063.0,1628013726359.0,2039291725255.0,2466294505435.0,3172257385086.0,3926652288409.0,3113586357348.0,3657536381246.0,4449677432131.0,4646279764257.0,4915186910591.0,4643782927094.0,3627425557556.0,3485571017748.0,3909150827560.0,4076336318032.0,4156449775998.0,3899326823730.0,4615367974096.0
Togo,2027363117.0,2014516701.0,2319268823.0,2875255593.0,3071152629.0,3100356552.0,3195618966.0,3618281293.0,4516616224.0,4592147228.0,4660369658.0,5262368232.0,5263522037.0,5872790935.0,6217047649.0,5681469374.0,6031632015.0,6395472028.0,7029217932.0,6992656429.0,7389329393.0,8334047486.0
Thailand,126392223203.0,120296476180.0,134300903358.0,152280616469.0,172895685509.0,189318407488.0,221758294725.0,262942624565.0,291382985569.0,281710629173.0,341104766329.0,370818735570.0,397558329542.0,420333659153.0,407339036017.0,401296242134.0,413366345844.0,456356812775.0,506754212433.0,543976695639.0,500457261548.0,505568057004.0
Tajikistan,860541842.3,1080772703.0,1221106073.0,1555318431.0,2076176636.0,2312352268.0,2830213563.0,3719524181.0,5161299725.0,4979471964.0,5642221529.0,6522755783.0,7633036366.0,8448410727.0,9112606075.0,8271431932.0,6992416097.0,7536403147.0,7765000282.0,8300813890.0,8133963813.0,8937805347.0
Turkmenistan,2904662605.0,3534771969.0,4462028989.0,5977440583.0,6838351088.0,8103901996.0,10276674365.0,12664165103.0,19271523179.0,20214385965.0,22583157895.0,29233333333.0,35164210526.0,39197543860.0,43524210526.0,35799714286.0,36169428571.0,37926285714.0,40765428571.0,44220285714.0,45610571429.0,
Latin America & the Caribbean (IDA & IBRD countries),2178185355321.0,2120324403166.0,1887242432115.0,1922534458021.0,2225384515790.0,2708927963301.0,3186236239230.0,3773229879832.0,4409097095011.0,4130162256669.0,5159729033221.0,5887034342421.0,5947252224242.0,6095171749897.0,6215504429531.0,5148471978659.0,5015399889887.0,5593216809530.0,5464428426578.0,5371331762439.0,4529215519229.0,5238233593532.0
Timor-Leste,367087900.0,477443500.0,469506700.0,490439100.0,440764600.0,462283600.0,453805100.0,542795400.0,648492700.0,726882400.0,881827800.0,1042411500.0,1160389600.0,1395519600.0,1447310400.0,1594447600.0,1650619400.0,1595724300.0,1563887900.0,2028551600.0,2158392500.0,3621222400.0
Middle East & North Africa (IDA & IBRD countries),531861706892.0,538324769800.0,524741475875.0,573739880431.0,681180472799.0,803410584370.0,936957615003.0,1142496167090.0,1408940171755.0,1370510388772.0,1578098820761.0,1625215002296.0,1752600151707.0,1610532044310.0,1586867031725.0,1425097281066.0,1460439514342.0,1460779778480.0,1383769733583.0,1391491110717.0,1269397606042.0,1488905605616.0
Tonga,204848436.6,181117272.4,182764299.9,202246621.2,230657579.1,261803692.1,292230634.2,298519087.7,344436494.4,312377751.1,366832186.5,414533045.1,470705334.8,450650718.2,439877675.7,437003006.7,420548768.1,460374252.2,488906860.9,512053639.8,484796858.8,469228124.2
South Asia (IDA & IBRD),630242098666.0,645678633203.0,677426539845.0,791026613086.0,917083438859.0,1050602380000.0,1196088124853.0,1504162366253.0,1527612730733.0,1683173926492.0,2062468955968.0,2277346353955.0,2302398278355.0,2362708983919.0,2587787935996.0,2704835939983.0,3010757329893.0,3433883301222.0,3534209044994.0,3658004814522.0,3490012356688.0,4062783801939.0
Sub-Saharan Africa (IDA & IBRD countries),424444223043.0,407309506891.0,443193859517.0,558250655633.0,693314583942.0,823361208064.0,973527213201.0,1127368649186.0,1278243727732.0,1230006172549.0,1461708684777.0,1649496095769.0,1712723978723.0,1819935185494.0,1900848872303.0,1695993210500.0,1576539841412.0,1705941956338.0,1774221939062.0,1823372470680.0,1714053357043.0,1926457861345.0
Trinidad and Tobago,8154342548.0,8824849663.0,9008297748.0,11305459802.0,13280292692.0,15982388173.0,18369361094.0,21641620050.0,27871587350.0,19172165226.0,22157919434.0,25433008605.0,27121712419.0,28557451150.0,29489012807.0,26851970249.0,23496215881.0,23797686962.0,24322359037.0,23849557811.0,21059428846.0,24460196270.0
Tunisia,21473522939.0,22065840117.0,23141611179.0,27453895159.0,31183893587.0,32272178404.0,34376664601.0,38915343743.0,44859452038.0,43455740497.0,46206091938.0,48123314430.0,47311411910.0,48685436425.0,50271812921.0,45779494042.0,44360065797.0,42163530591.0,42686509836.0,41905637659.0,42538462678.0,46687298709.0
Turkiye,274294842523.0,201753110089.0,240249005455.0,314595528425.0,408865358517.0,506314676837.0,557075996577.0,681321173796.0,770449308781.0,649289418603.0,776967457764.0,838785514059.0,880555912746.0,957798998031.0,938934430071.0,864313960482.0,869682954136.0,858988578710.0,778476714088.0,759934804372.0,720288811762.0,819034484303.0
Tuvalu,15073978.45,13964728.72,16842677.17,19456335.93,22798266.6,22909973.98,24096867.47,28450156.79,31874425.95,28076988.13,32105394.15,39196949.34,39345578.22,38615887.03,38760972.42,36811928.82,41629064.97,45276606.0,48015219.95,54123195.27,51746568.7,60196366.81
Tanzania,13375976354.0,13581644246.0,14142035080.0,15224257698.0,16675948415.0,18399046025.0,18649590248.0,21843529025.0,27961527623.0,29081826159.0,32014247548.0,34657141721.0,39650522646.0,45680532614.0,49964825081.0,47378603784.0,49774004999.0,53275968095.0,57003686049.0,61026765850.0,66068737757.0,70655628141.0
Uganda,6193246837.0,5840503869.0,6178563591.0,6606884274.0,7939487548.0,9239221760.0,9977647685.0,11902564497.0,14440404137.0,25127805566.0,26673441432.0,27871725245.0,27305915908.0,28915786520.0,32612397253.0,32387183733.0,29203988697.0,30744473840.0,32927025621.0,35348155092.0,37605430214.0,40510241366.0
Ukraine,32375081951.0,39309580983.0,43956163612.0,52010352502.0,67220154164.0,89238865119.0,111884752475.0,148733861386.0,188110375779.0,121552148244.0,141209163013.0,169333838744.0,182591746211.0,190498811460.0,133503867182.0,91030968761.0,93355868978.0,112090503817.0,130891086690.0,153883045525.0,156617719786.0,199765856765.0
Upper middle income,4418290422686.0,4434160160761.0,4499020434441.0,5052354848145.0,6029942150778.0,7222694384207.0,8602214788410.0,10635743057387.0,12953100695357.0,12520122233352.0,15356267754832.0,18538276005120.0,19829689458383.0,21215649863990.0,21825453186269.0,20518584369299.0,20476321992811.0,22654892975159.0,24340482542310.0,24792971685095.0,23928189369749.0,28475143446764.0
Uruguay,22823271521.0,20898762265.0,13606515936.0,12045638210.0,13686329890.0,17362857684.0,19741420467.0,23797773024.0,31119603034.0,32708318594.0,41950361212.0,50342405198.0,54232266359.0,61337620936.0,61496186974.0,57680328702.0,57480788380.0,65006047680.0,65203071111.0,62048585619.0,53666908480.0,61412268249.0
United States,10250947997000.0,10581929774000.0,10929112955000.0,11456442041000.0,12217193198000.0,13039199193000.0,13815586948000.0,14474226905000.0,14769857911000.0,14478064934000.0,15048964444000.0,15599728123000.0,16253972230000.0,16843190993000.0,17550680174000.0,18206020741000.0,18695110842000.0,19477336549000.0,20533057312000.0,21380976119000.0,21060473613000.0,23315080560000.0
Uzbekistan,13760513969.0,11401421329.0,9687788513.0,10134453435.0,12030023548.0,14307509839.0,17330833853.0,22311393928.0,29549438884.0,33689223673.0,49765676402.0,60178909297.0,67517349212.0,73180037913.0,80845385816.0,86196264742.0,86138288633.0,62081322741.0,52870108218.0,60283503705.0,60224701296.0,69600614989.0
St. Vincent and the Grenadines,427946037.0,462072333.3,487763851.9,509090888.9,549900185.2,579948925.9,643501148.1,713596666.7,732663259.3,714300259.3,720447888.9,713796370.4,730032592.6,764781259.3,770901436.4,786554580.8,814302267.1,844039068.8,884328180.5,910765709.8,869111852.8,872226063.7
"Venezuela, RB",117146466003.0,122911036746.0,92893587734.0,83620628582.0,112451400423.0,145513489652.0,183477522124.0,230364012576.0,315953388511.0,329787628928.0,393192354511.0,316482190800.0,381286237848.0,371005379787.0,482359318768.0,,,,,,,
British Virgin Islands,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),,,3262000000.0,3443000000.0,3797000000.0,4428000000.0,4484000000.0,4784000000.0,4244000000.0,4201000000.0,4324000000.0,4223000000.0,4089000000.0,3738000000.0,3565000000.0,3663000000.0,3798000000.0,3794000000.0,3922000000.0,4117000000.0,4204000000.0,
Vietnam,31172518403.0,32685198809.0,35064105501.0,39552513231.0,45427854693.0,57633255739.0,66371664817.0,77414425532.0,99130304099.0,106014659563.0,147201164066.0,172595034069.0,195590647206.0,213708830777.0,233451484774.0,239258340826.0,257096001174.0,281353626107.0,310106472643.0,334365257920.0,346615750167.0,366137590718.0
Vanuatu,272014627.2,257926881.7,262596534.9,314471413.9,364996869.1,394962431.8,439358585.2,516392922.5,590748431.3,592622317.3,670712977.4,770153591.1,747839697.7,758304466.2,772315986.5,730870805.2,780889605.9,880061831.0,914736985.4,936526267.6,909421043.5,971636097.9
World,33845583188360.0,33631012546213.0,34925116624464.0,39161645364741.0,44133615904575.0,47793587715631.0,51791096256797.0,58361096784020.0,64135192896903.0,60817919586141.0,66619781549532.0,73881739609760.0,75525948524603.0,77635152493358.0,79756517210011.0,75215062596595.0,76486454870400.0,81442048665488.0,86502223934428.0,87728102156403.0,85215150558552.0,96882397612409.0
Samoa,258856139.8,266299591.5,281790139.0,333426144.5,407747521.1,476801793.2,499923757.8,573548459.8,641346191.7,628006115.4,680260919.9,744096948.5,773141695.1,797736265.9,796683672.8,824150487.2,843924750.7,884844419.8,878448439.5,912950619.4,868898350.4,843850777.8
